Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price
10/2/2020,NATIONAL,FRUITS,APPLE PEARS,,,,each,13,1.29
10/2/2020,NATIONAL,FRUITS,APPLES,FUJI,,,3 lb bag,700,3.85
10/2/2020,NATIONAL,FRUITS,APPLES,FUJI,,,5 lb bag,867,4.57
10/2/2020,NATIONAL,FRUITS,APPLES,FUJI,,,per pound,"2,958",1.27
10/2/2020,NATIONAL,FRUITS,APPLES,GALA,,,2 lb bag,293,3.8
10/2/2020,NATIONAL,FRUITS,APPLES,GALA,,,3 lb bag,"1,795",3.37
10/2/2020,NATIONAL,FRUITS,APPLES,GALA,,,5 lb bag,870,4.57
10/2/2020,NATIONAL,FRUITS,APPLES,GALA,,,per pound,"4,283",1.27
10/2/2020,NATIONAL,FRUITS,APPLES,GINGER GOLD,,,3 lb bag,120,2.99
10/2/2020,NATIONAL,FRUITS,APPLES,GINGER GOLD,,,per pound,612,0.91
10/2/2020,NATIONAL,FRUITS,APPLES,GOLDEN DELICIOUS,,,3 lb bag,"1,165",3.59
10/2/2020,NATIONAL,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,891,1.14
10/2/2020,NATIONAL,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,"1,132",3.76
10/2/2020,NATIONAL,FRUITS,APPLES,GRANNY SMITH,,,5 lb bag,863,4.58
10/2/2020,NATIONAL,FRUITS,APPLES,GRANNY SMITH,,,per pound,"2,510",1.54
10/2/2020,NATIONAL,FRUITS,APPLES,HONEYCRISP,,,2 lb bag,"1,397",2.05
10/2/2020,NATIONAL,FRUITS,APPLES,HONEYCRISP,,,3 lb bag,238,4.03
10/2/2020,NATIONAL,FRUITS,APPLES,HONEYCRISP,,,per pound,"5,190",2.12
10/2/2020,NATIONAL,FRUITS,APPLES,JONAGOLD,,,per pound,199,1.39
10/2/2020,NATIONAL,FRUITS,APPLES,JONATHAN,,,3 lb bag,230,2.8
10/2/2020,NATIONAL,FRUITS,APPLES,JONATHAN,,,per pound,143,1.12
10/2/2020,NATIONAL,FRUITS,APPLES,MCINTOSH,,,2 lb bag,99,2.5
10/2/2020,NATIONAL,FRUITS,APPLES,MCINTOSH,,,3 lb bag,451,2.68
10/2/2020,NATIONAL,FRUITS,APPLES,MCINTOSH,,,per pound,708,0.93
10/2/2020,NATIONAL,FRUITS,APPLES,PAULA RED,,,3 lb bag,4,3
10/2/2020,NATIONAL,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,321,1.77
10/2/2020,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,"1,380",2.95
10/2/2020,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,5 lb bag,10,4
10/2/2020,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,per pound,"1,450",1.11
10/2/2020,NATIONAL,FRUITS,APPLES,ROME,,,3 lb bag,16,3.49
10/2/2020,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE,,,128 oz (1 gallon),143,4.16
10/2/2020,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE,,,64 oz (1/2 gallon),"4,007",1.76
10/2/2020,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,128 oz (1 gallon),"1,396",5.38
10/2/2020,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,64 oz (1/2 gallon),"1,688",3.28
10/2/2020,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,96 oz (3/4 gallon),22,6.99
10/2/2020,NATIONAL,FRUITS,AVOCADOS,HASS,,,each,"8,331",1.07
10/2/2020,NATIONAL,FRUITS,AVOCADOS,VARIOUS GREENSKIN VARIETIES,,,each,31,1.25
10/2/2020,NATIONAL,FRUITS,BANANAS,,,,per pound,"1,378",0.56
10/2/2020,NATIONAL,FRUITS,BLACKBERRIES,,,,5.6 - 6 oz package,"4,574",2.69
10/2/2020,NATIONAL,FRUITS,BLUEBERRIES,,,,1 pint package,"1,004",3.03
10/2/2020,NATIONAL,FRUITS,BLUEBERRIES,,,,18 oz package,509,4
10/2/2020,NATIONAL,FRUITS,BLUEBERRIES,,,,6 oz package,"2,718",2.83
10/2/2020,NATIONAL,FRUITS,CACTUS PEARS,,,,each,47,0.23
10/2/2020,NATIONAL,FRUITS,CACTUS PEARS,,,,per pound,5,0.5
10/2/2020,NATIONAL,FRUITS,CANTALOUPS,,,,each,"1,363",2.64
10/2/2020,NATIONAL,FRUITS,CANTALOUPS,,,,per pound,76,0.5
10/2/2020,NATIONAL,FRUITS,CLEMENTINES,,,,2 lb bag,739,4.61
10/2/2020,NATIONAL,FRUITS,CLEMENTINES,,,,3 lb bag,"2,529",4.3
10/2/2020,NATIONAL,FRUITS,CRANBERRIES,,,,12 oz bag,340,2.39
10/2/2020,NATIONAL,FRUITS,GRAPEFRUIT,RED,,,5 lb bag,8,5.99
10/2/2020,NATIONAL,FRUITS,GRAPEFRUIT,RED,,,each,208,1
10/2/2020,NATIONAL,FRUITS,GRAPEFRUIT,RED,,,per pound,7,1.39
10/2/2020,NATIONAL,FRUITS,GRAPES,BLACK SEEDLESS,,,per pound,"5,386",1.71
10/2/2020,NATIONAL,FRUITS,GRAPES,RED GLOBE,,,per pound,133,1.49
10/2/2020,NATIONAL,FRUITS,GRAPES,RED SEEDLESS,,,per pound,"11,342",1.73
10/2/2020,NATIONAL,FRUITS,GRAPES,WHITE SEEDLESS TYPE,,,per pound,"11,272",1.67
10/2/2020,NATIONAL,FRUITS,HONEYDEWS,,,,each,"1,449",3.75
10/2/2020,NATIONAL,FRUITS,HONEYDEWS,,,,per pound,279,0.61
10/2/2020,NATIONAL,FRUITS,KIWIFRUIT,HAYWARD,,,each,320,0.24
10/2/2020,NATIONAL,FRUITS,LEMONS,,,,2 lb bag,288,3.69
10/2/2020,NATIONAL,FRUITS,LEMONS,,,,each,"1,355",0.49
10/2/2020,NATIONAL,FRUITS,LEMONS,,,,per pound,47,0.88
10/2/2020,NATIONAL,FRUITS,LIMES,,,,each,"3,068",0.34
10/2/2020,NATIONAL,FRUITS,LIMES,,,,per pound,117,0.44
10/2/2020,NATIONAL,FRUITS,MANGOES,,,,each,"3,787",1.02
10/2/2020,NATIONAL,FRUITS,NECTARINES,VARIOUS WHITE FLESH VARIETIES,,,per pound,113,2.49
10/2/2020,NATIONAL,FRUITS,NECTARINES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,118,2.41
10/2/2020,NATIONAL,FRUITS,ORANGES,NAVEL,,,3 lb bag,132,5.14
10/2/2020,NATIONAL,FRUITS,ORANGES,NAVEL,,,each,861,0.96
10/2/2020,NATIONAL,FRUITS,ORANGES,NAVEL,,,per pound,80,1.64
10/2/2020,NATIONAL,FRUITS,ORANGES,VALENCIA,,,3 lb bag,7,4.99
10/2/2020,NATIONAL,FRUITS,ORANGES,VALENCIA,,,per pound,527,1.41
10/2/2020,NATIONAL,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,per pound,294,1.17
10/2/2020,NATIONAL,FRUITS,PEACHES,VARIOUS WHITE FLESH VARIETIES,,,per pound,136,2.57
10/2/2020,NATIONAL,FRUITS,PEACHES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,"1,623",2.01
10/2/2020,NATIONAL,FRUITS,PEARS,BARTLETT,,,3 lb bag,43,3.99
10/2/2020,NATIONAL,FRUITS,PEARS,BARTLETT,,,per pound,"5,632",1.34
10/2/2020,NATIONAL,FRUITS,PEARS,BOSC,,,per pound,"1,751",1.5
10/2/2020,NATIONAL,FRUITS,PEARS,D'ANJOU,,,per pound,"1,263",1.37
10/2/2020,NATIONAL,FRUITS,PINEAPPLES,,,,each,"4,813",2.17
10/2/2020,NATIONAL,FRUITS,PINEAPPLES,,,,per pound,291,0.74
10/2/2020,NATIONAL,FRUITS,PLUMS,,,,per pound,583,1.58
10/2/2020,NATIONAL,FRUITS,PLUMS,INTERSPECIFIC TYPE,,,per pound,"1,309",1.73
10/2/2020,NATIONAL,FRUITS,POMEGRANATES,,,,each,965,2.54
10/2/2020,NATIONAL,FRUITS,RASPBERRIES,RED,,,6 oz package,"4,776",2.85
10/2/2020,NATIONAL,FRUITS,STRAWBERRIES,,,,1 lb package,"3,576",2.84
10/2/2020,NATIONAL,FRUITS,STRAWBERRIES,,,,2 lb package,499,4
10/2/2020,NATIONAL,FRUITS,TANGERINES,,,,2 lb bag,427,4.26
10/2/2020,NATIONAL,FRUITS,TANGERINES,,,,3 lb bag,"4,639",3.89
10/2/2020,NATIONAL,FRUITS,TANGERINES,,,,5 lb package,6,4.99
10/2/2020,NATIONAL,FRUITS,TANGERINES,,,,each,24,1
10/2/2020,NATIONAL,FRUITS,TANGERINES,,,,per pound,190,4.12
10/2/2020,NATIONAL,FRUITS,WATERMELONS,RED FLESH SEEDLESS MINIATURE,,,each,"1,152",2.87
10/2/2020,NATIONAL,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,each,43,3.07
10/2/2020,NATIONAL,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,per pound,320,0.35
10/2/2020,NATIONAL,VEGETABLES,ARTICHOKES,,,,each,109,2.02
10/2/2020,NATIONAL,VEGETABLES,ASPARAGUS,GREEN,,,per pound,"5,670",2.54
10/2/2020,NATIONAL,VEGETABLES,BEANS,ROUND GREEN TYPE,,,per pound,669,1.41
10/2/2020,NATIONAL,VEGETABLES,BEETS,,,,per bunch,22,1.88
10/2/2020,NATIONAL,VEGETABLES,BEETS,,,,per pound,98,0.56
10/2/2020,NATIONAL,VEGETABLES,BOK CHOY,,,,per pound,6,0.5
10/2/2020,NATIONAL,VEGETABLES,BROCCOLI,,,,per bunch,89,2.38
10/2/2020,NATIONAL,VEGETABLES,BROCCOLI,,,,per pound,460,1.81
10/2/2020,NATIONAL,VEGETABLES,BROCCOLI,BABY HYBRID TYPE,,,per bunch,6,2.5
10/2/2020,NATIONAL,VEGETABLES,BROCCOLI,CROWN CUT,,,per pound,"2,482",1.5
10/2/2020,NATIONAL,VEGETABLES,BRUSSELS SPROUTS,,,,per pound,"1,147",2.57
10/2/2020,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,15,0.56
10/2/2020,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,639",0.63
10/2/2020,NATIONAL,VEGETABLES,CACTUS LEAF (NOPALES),,,,per pound,59,0.65
10/2/2020,NATIONAL,VEGETABLES,CARROTS,,,,1 lb bag,208,0.67
10/2/2020,NATIONAL,VEGETABLES,CARROTS,,,,2 lb bag,564,1.27
10/2/2020,NATIONAL,VEGETABLES,CARROTS,,,,per bunch,103,1.99
10/2/2020,NATIONAL,VEGETABLES,CARROTS,,,,per pound,87,0.52
10/2/2020,NATIONAL,VEGETABLES,CARROTS,BABY PEELED,,,1 lb bag,"2,622",1.17
10/2/2020,NATIONAL,VEGETABLES,CARROTS,BABY PEELED,,,2 lb bag,231,2.06
10/2/2020,NATIONAL,VEGETABLES,CAULIFLOWER,,,,each,"1,392",2.83
10/2/2020,NATIONAL,VEGETABLES,CAULIFLOWER,,,,per pound,669,1.33
10/2/2020,NATIONAL,VEGETABLES,CELERY,,,,each,"1,408",1.41
10/2/2020,NATIONAL,VEGETABLES,CELERY,,,,per pound,41,0.82
10/2/2020,NATIONAL,VEGETABLES,CELERY,HEARTS,,,each,"1,069",2.45
10/2/2020,NATIONAL,VEGETABLES,CHAYOTE,,,,each,78,0.46
10/2/2020,NATIONAL,VEGETABLES,CHAYOTE,,,,per pound,42,0.85
10/2/2020,NATIONAL,VEGETABLES,COLLARD GREENS,,,,1 lb bag,225,2.65
10/2/2020,NATIONAL,VEGETABLES,COLLARD GREENS,,,,per bunch,106,1.72
10/2/2020,NATIONAL,VEGETABLES,COLLARD GREENS,,,,per pound,294,1.01
10/2/2020,NATIONAL,VEGETABLES,CORN-SWEET,,,,each,150,0.41
10/2/2020,NATIONAL,VEGETABLES,CUCUMBERS,,,,each,"1,475",0.68
10/2/2020,NATIONAL,VEGETABLES,CUCUMBERS,LONG SEEDLESS,,Greenhouse,each,"1,875",1.4
10/2/2020,NATIONAL,VEGETABLES,EGGPLANT,,,,each,8,2.5
10/2/2020,NATIONAL,VEGETABLES,EGGPLANT,,,,per pound,383,1.38
10/2/2020,NATIONAL,VEGETABLES,GARLIC,,,,per pound,87,3.79
10/2/2020,NATIONAL,VEGETABLES,GARLIC,,,,per sleeve,68,1.5
10/2/2020,NATIONAL,VEGETABLES,KALE GREENS,,,,1 lb bag,219,2.65
10/2/2020,NATIONAL,VEGETABLES,KALE GREENS,,,,per bunch,30,0.86
10/2/2020,NATIONAL,VEGETABLES,KALE GREENS,,,,per pound,294,1.01
10/2/2020,NATIONAL,VEGETABLES,"LETTUCE, BOSTON",,,,each,5,1.99
10/2/2020,NATIONAL,VEGETABLES,"LETTUCE, GREEN LEAF",,,,each,65,1.34
10/2/2020,NATIONAL,VEGETABLES,"LETTUCE, GREEN LEAF",,,,per pound,78,1.91
10/2/2020,NATIONAL,VEGETABLES,"LETTUCE, ICEBERG",,,,each,"1,590",1.25
10/2/2020,NATIONAL,VEGETABLES,"LETTUCE, RED LEAF",,,,each,68,1.32
10/2/2020,NATIONAL,VEGETABLES,"LETTUCE, RED LEAF",,,,per pound,72,1.99
10/2/2020,NATIONAL,VEGETABLES,"LETTUCE, ROMAINE",,,,each,121,1.78
10/2/2020,NATIONAL,VEGETABLES,"LETTUCE, ROMAINE",,,,per pound,72,1.69
10/2/2020,NATIONAL,VEGETABLES,"LETTUCE, ROMAINE",HEARTS,,,3 count package,814,2.84
10/2/2020,NATIONAL,VEGETABLES,MUSHROOMS,PORTOBELLA,,,6 oz package,199,3.65
10/2/2020,NATIONAL,VEGETABLES,MUSHROOMS,PORTOBELLA,,,8 oz package,221,2.6
10/2/2020,NATIONAL,VEGETABLES,MUSHROOMS,PORTOBELLA,,,per pound,20,5.99
10/2/2020,NATIONAL,VEGETABLES,MUSHROOMS,WHITE,,,8 oz package,"3,693",1.87
10/2/2020,NATIONAL,VEGETABLES,MUSHROOMS,WHITE,,,per pound,523,3.15
10/2/2020,NATIONAL,VEGETABLES,MUSTARD,,,,per bunch,10,1
10/2/2020,NATIONAL,VEGETABLES,MUSTARD,,,,per pound,9,0.99
10/2/2020,NATIONAL,VEGETABLES,ONIONS GREEN,,,,per bunch,389,0.61
10/2/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",GREEN,,,each,"1,200",0.79
10/2/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",GREEN,,,per pound,440,1.18
10/2/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,,each,"1,743",1.11
10/2/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,Greenhouse,each,78,1.67
10/2/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,,per pound,418,3.37
10/2/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,Greenhouse,per pound,88,2.49
10/2/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,Greenhouse,each,92,1.64
10/2/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,,each,"2,096",1.14
10/2/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,,per pound,945,2.49
10/2/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,Greenhouse,per pound,80,2.49
10/2/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,,each,"1,783",1.1
10/2/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,Greenhouse,each,92,1.64
10/2/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,,per pound,431,3.33
10/2/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,Greenhouse,per pound,88,2.49
10/2/2020,NATIONAL,VEGETABLES,"PEPPERS, OTHER",JALAPENO,,,per pound,779,0.76
10/2/2020,NATIONAL,VEGETABLES,"PEPPERS, OTHER",MIXED MINI SWEET TYPES,,,1 lb package,"1,044",2.43
10/2/2020,NATIONAL,VEGETABLES,"PEPPERS, OTHER",SERRANO,,,per pound,113,0.81
10/2/2020,NATIONAL,VEGETABLES,PUMPKINS,,,,each,"2,396",3.9
10/2/2020,NATIONAL,VEGETABLES,PUMPKINS,,,,per pound,277,0.43
10/2/2020,NATIONAL,VEGETABLES,PUMPKINS,MINIATURE,,,each,"1,651",1.14
10/2/2020,NATIONAL,VEGETABLES,PUMPKINS,MINIATURE,,,per pound,345,1.5
10/2/2020,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,each,"2,284",1.5
10/2/2020,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,412,0.76
10/2/2020,NATIONAL,VEGETABLES,RADISHES,,,,1 lb bag,143,1.77
10/2/2020,NATIONAL,VEGETABLES,RADISHES,,,,per bunch,415,0.63
10/2/2020,NATIONAL,VEGETABLES,SALAD,MIXED TYPES,,,10 - 12 oz package,"4,179",2.24
10/2/2020,NATIONAL,VEGETABLES,SALAD,MIXED TYPES,,,5 - 9 oz package,"3,593",2.36
10/2/2020,NATIONAL,VEGETABLES,SPINACH,,,,per bunch,3,2.77
10/2/2020,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,1 lb package,28,2.99
10/2/2020,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,10 oz package,356,2.2
10/2/2020,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,5 - 6 oz package,533,1.9
10/2/2020,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,8 oz package,172,2.36
10/2/2020,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,9 oz package,7,2.5
10/2/2020,NATIONAL,VEGETABLES,SQUASH,ACORN,,,per pound,"3,979",0.96
10/2/2020,NATIONAL,VEGETABLES,SQUASH,BUTTERNUT,,,per pound,"3,734",0.96
10/2/2020,NATIONAL,VEGETABLES,SQUASH,GREY,,,per pound,88,0.82
10/2/2020,NATIONAL,VEGETABLES,SQUASH,SPAGHETTI,,,per pound,"3,422",0.97
10/2/2020,NATIONAL,VEGETABLES,SQUASH,YELLOW CROOKNECK/STRAIGHTNECK,,,per pound,397,1.56
10/2/2020,NATIONAL,VEGETABLES,SQUASH,ZUCCHINI,,,per pound,788,1.33
10/2/2020,NATIONAL,VEGETABLES,SWEET POTATOES,,,,per pound,"1,658",0.97
10/2/2020,NATIONAL,VEGETABLES,SWISS CHARD,,,,per bunch,6,1.49
10/2/2020,NATIONAL,VEGETABLES,TOMATILLOS,,,,per pound,390,0.69
10/2/2020,NATIONAL,VEGETABLES,TOMATOES,,,,per pound,"1,395",1.68
10/2/2020,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,789,1.78
10/2/2020,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,601,2.15
10/2/2020,NATIONAL,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"1,653",1.6
10/2/2020,NATIONAL,VEGETABLES,"TOMATOES, CHERRY",,,,1 pint package,15,2
10/2/2020,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,"2,609",1.97
10/2/2020,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,"1,270",1.95
10/2/2020,NATIONAL,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,Greenhouse,per pound,8,2.49
10/2/2020,NATIONAL,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,"2,076",1.07
10/2/2020,NATIONAL,VEGETABLES,TURNIP TOPS GREENS,,,,per bunch,10,1
10/2/2020,NATIONAL,VEGETABLES,TURNIP TOPS GREENS,,,,per pound,9,0.99
10/9/2020,NATIONAL,FRUITS,APPLE PEARS,,,,each,8,1.29
10/9/2020,NATIONAL,FRUITS,APPLE PEARS,,,,per pound,36,2.69
10/9/2020,NATIONAL,FRUITS,APPLES,BRAEBURN,,,5 lb bag,6,4.99
10/9/2020,NATIONAL,FRUITS,APPLES,BRAEBURN,,,per pound,23,1.29
10/9/2020,NATIONAL,FRUITS,APPLES,FUJI,,,2 lb bag,7,0.99
10/9/2020,NATIONAL,FRUITS,APPLES,FUJI,,,3 lb bag,139,3.3
10/9/2020,NATIONAL,FRUITS,APPLES,FUJI,,,5 lb bag,"2,145",3.78
10/9/2020,NATIONAL,FRUITS,APPLES,FUJI,,,per pound,"2,312",1.39
10/9/2020,NATIONAL,FRUITS,APPLES,GALA,,,2 lb bag,171,2.43
10/9/2020,NATIONAL,FRUITS,APPLES,GALA,,,3 lb bag,"2,822",2.15
10/9/2020,NATIONAL,FRUITS,APPLES,GALA,,,5 lb bag,"2,561",3.83
10/9/2020,NATIONAL,FRUITS,APPLES,GALA,,,per pound,"3,866",1.17
10/9/2020,NATIONAL,FRUITS,APPLES,GINGER GOLD,,,3 lb bag,9,2.89
10/9/2020,NATIONAL,FRUITS,APPLES,GINGER GOLD,,,per pound,347,0.98
10/9/2020,NATIONAL,FRUITS,APPLES,GOLDEN DELICIOUS,,,2 lb bag,16,2.25
10/9/2020,NATIONAL,FRUITS,APPLES,GOLDEN DELICIOUS,,,3 lb bag,450,2.79
10/9/2020,NATIONAL,FRUITS,APPLES,GOLDEN DELICIOUS,,,5 lb bag,247,2.99
10/9/2020,NATIONAL,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,"1,937",1.07
10/9/2020,NATIONAL,FRUITS,APPLES,GRANNY SMITH,,,2 lb bag,180,2.97
10/9/2020,NATIONAL,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,54,3.4
10/9/2020,NATIONAL,FRUITS,APPLES,GRANNY SMITH,,,5 lb bag,"2,253",3.78
10/9/2020,NATIONAL,FRUITS,APPLES,GRANNY SMITH,,,per pound,"2,009",1.16
10/9/2020,NATIONAL,FRUITS,APPLES,HONEYCRISP,,,3 lb bag,638,4.47
10/9/2020,NATIONAL,FRUITS,APPLES,HONEYCRISP,,,per pound,"7,776",1.98
10/9/2020,NATIONAL,FRUITS,APPLES,JONAGOLD,,,3 lb bag,31,2.48
10/9/2020,NATIONAL,FRUITS,APPLES,JONAGOLD,,,per pound,374,1.01
10/9/2020,NATIONAL,FRUITS,APPLES,JONATHAN,,,3 lb bag,178,2.68
10/9/2020,NATIONAL,FRUITS,APPLES,JONATHAN,,,per pound,137,1.18
10/9/2020,NATIONAL,FRUITS,APPLES,MCINTOSH,,,2 lb bag,138,2.48
10/9/2020,NATIONAL,FRUITS,APPLES,MCINTOSH,,,3 lb bag,384,2.82
10/9/2020,NATIONAL,FRUITS,APPLES,MCINTOSH,,,5 lb bag,597,2.61
10/9/2020,NATIONAL,FRUITS,APPLES,MCINTOSH,,,per pound,"1,135",1.02
10/9/2020,NATIONAL,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,272,1.87
10/9/2020,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,2 lb bag,83,2.05
10/9/2020,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,513,2.84
10/9/2020,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,5 lb bag,453,3.45
10/9/2020,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,per pound,"2,516",1.22
10/9/2020,NATIONAL,FRUITS,APPLES,ROME,,,per pound,8,0.79
10/9/2020,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE,,,128 oz (1 gallon),237,3.62
10/9/2020,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE,,,64 oz (1/2 gallon),"4,735",1.71
10/9/2020,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE,,,96 oz (3/4 gallon),58,2.99
10/9/2020,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,128 oz (1 gallon),"1,549",5.5
10/9/2020,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,64 oz (1/2 gallon),"1,241",2.76
10/9/2020,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,96 oz (3/4 gallon),48,7.26
10/9/2020,NATIONAL,FRUITS,AVOCADOS,HASS,,,each,"11,440",1.04
10/9/2020,NATIONAL,FRUITS,AVOCADOS,VARIOUS GREENSKIN VARIETIES,,,per pound,18,0.98
10/9/2020,NATIONAL,FRUITS,BANANAS,,,,per pound,"1,932",0.42
10/9/2020,NATIONAL,FRUITS,BLACKBERRIES,,,,5.6 - 6 oz package,"6,671",2.63
10/9/2020,NATIONAL,FRUITS,BLUEBERRIES,,,,1 pint package,"1,630",3.16
10/9/2020,NATIONAL,FRUITS,BLUEBERRIES,,,,18 oz package,210,2.99
10/9/2020,NATIONAL,FRUITS,BLUEBERRIES,,,,6 oz package,"4,609",2.51
10/9/2020,NATIONAL,FRUITS,CACTUS PEARS,,,,each,12,0.33
10/9/2020,NATIONAL,FRUITS,CANTALOUPS,,,,each,"1,030",2.51
10/9/2020,NATIONAL,FRUITS,CANTALOUPS,,,,per pound,168,0.91
10/9/2020,NATIONAL,FRUITS,CLEMENTINES,,,,2 lb bag,"1,793",4.16
10/9/2020,NATIONAL,FRUITS,CLEMENTINES,,,,3 lb bag,"1,322",4.13
10/9/2020,NATIONAL,FRUITS,CRANBERRIES,,,,12 oz bag,"1,227",2.37
10/9/2020,NATIONAL,FRUITS,GRAPEFRUIT,RED,,,5 lb bag,46,4.99
10/9/2020,NATIONAL,FRUITS,GRAPEFRUIT,RED,,,each,367,1.09
10/9/2020,NATIONAL,FRUITS,GRAPEFRUIT,RED,,,per pound,7,0.99
10/9/2020,NATIONAL,FRUITS,GRAPES,BLACK SEEDLESS,,,per pound,"4,166",1.7
10/9/2020,NATIONAL,FRUITS,GRAPES,RED GLOBE,,,per pound,"1,008",2.1
10/9/2020,NATIONAL,FRUITS,GRAPES,RED SEEDLESS,,,per pound,"14,657",1.73
10/9/2020,NATIONAL,FRUITS,GRAPES,WHITE SEEDLESS TYPE,,,per pound,"10,070",1.77
10/9/2020,NATIONAL,FRUITS,HONEYDEWS,,,,each,45,3.89
10/9/2020,NATIONAL,FRUITS,HONEYDEWS,,,,per pound,45,1.69
10/9/2020,NATIONAL,FRUITS,KIWIFRUIT,HAYWARD,,,each,401,0.32
10/9/2020,NATIONAL,FRUITS,LEMONS,,,,2 lb bag,476,3.68
10/9/2020,NATIONAL,FRUITS,LEMONS,,,,each,"1,154",0.54
10/9/2020,NATIONAL,FRUITS,LEMONS,,,,per pound,55,0.77
10/9/2020,NATIONAL,FRUITS,LIMES,,,,each,"1,396",0.34
10/9/2020,NATIONAL,FRUITS,LIMES,,,,per pound,201,0.66
10/9/2020,NATIONAL,FRUITS,MANGOES,,,,each,"3,723",1.11
10/9/2020,NATIONAL,FRUITS,NECTARINES,VARIOUS WHITE FLESH VARIETIES,,,per pound,3,2.99
10/9/2020,NATIONAL,FRUITS,ORANGES,NAVEL,,,3 lb bag,59,3.98
10/9/2020,NATIONAL,FRUITS,ORANGES,NAVEL,,,4 lb bag,296,4.29
10/9/2020,NATIONAL,FRUITS,ORANGES,NAVEL,,,each,"1,277",1.13
10/9/2020,NATIONAL,FRUITS,ORANGES,NAVEL,,,per pound,17,2.03
10/9/2020,NATIONAL,FRUITS,ORANGES,VALENCIA,,,4 lb bag,49,3.99
