Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price
2/18/2022,NATIONAL,FRUITS,APPLES,JONAGOLD,,,5 lb bag,120,3.99
2/18/2022,NATIONAL,FRUITS,APPLES,JONAGOLD,,,per pound,32,0.87
2/18/2022,NATIONAL,FRUITS,APPLES,JONATHAN,,,3 lb bag,10,4.48
2/18/2022,NATIONAL,FRUITS,APPLES,MCINTOSH,,,2 lb bag,365,2.38
2/18/2022,NATIONAL,FRUITS,APPLES,MCINTOSH,,,3 lb bag,379,3.45
2/18/2022,NATIONAL,FRUITS,APPLES,MCINTOSH,,,per pound,130,1.69
2/18/2022,NATIONAL,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,2 lb bag,255,2.5
2/18/2022,NATIONAL,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,3 lb bag,"1,590",3.1
2/18/2022,NATIONAL,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,"2,676",1.33
2/18/2022,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,2 lb bag,365,2.38
2/18/2022,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,"1,211",3.7
2/18/2022,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,5 lb bag,68,5.83
2/18/2022,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,per pound,357,1.25
2/18/2022,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE,,,128 oz (1 gallon),231,5.62
2/18/2022,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE,,,64 oz (1/2 gallon),"3,623",2.17
2/18/2022,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE,,,96 oz (3/4 gallon),186,4.49
2/18/2022,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,128 oz (1 gallon),3,6.98
2/18/2022,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,64 oz (1/2 gallon),276,2.49
2/18/2022,NATIONAL,FRUITS,AVOCADOS,HASS,,,each,"3,579",1.4
2/18/2022,NATIONAL,FRUITS,AVOCADOS,VARIOUS GREENSKIN VARIETIES,,,each,502,2
2/18/2022,NATIONAL,FRUITS,AVOCADOS,VARIOUS GREENSKIN VARIETIES,,,per pound,53,2.18
2/18/2022,NATIONAL,FRUITS,BANANAS,,,,per pound,259,0.51
2/18/2022,NATIONAL,FRUITS,BLACKBERRIES,,,,5.6 - 6 oz package,"3,887",3.08
2/18/2022,NATIONAL,FRUITS,BLUEBERRIES,,,,1 pint package,"2,276",3.27
2/18/2022,NATIONAL,FRUITS,BLUEBERRIES,,,,18 oz package,"1,501",4.04
2/18/2022,NATIONAL,FRUITS,BLUEBERRIES,,,,6 oz package,"2,610",2.77
2/18/2022,NATIONAL,FRUITS,CANTALOUPS,,,,each,"4,064",2.66
2/18/2022,NATIONAL,FRUITS,CANTALOUPS,,,,per pound,351,0.58
2/18/2022,NATIONAL,FRUITS,CHERRIES,RED VARIETIES,,,per pound,"1,767",5.43
2/18/2022,NATIONAL,FRUITS,CLEMENTINES,,,,2 lb bag,521,4.07
2/18/2022,NATIONAL,FRUITS,CLEMENTINES,,,,3 lb bag,"1,897",4.53
2/18/2022,NATIONAL,FRUITS,GRAPEFRUIT,RED,,,5 lb bag,243,5.37
2/18/2022,NATIONAL,FRUITS,GRAPEFRUIT,RED,,,each,"2,687",1.2
2/18/2022,NATIONAL,FRUITS,GRAPEFRUIT,RED,,,per pound,165,1.21
2/18/2022,NATIONAL,FRUITS,GRAPES,BLACK SEEDLESS,,,per pound,328,2.62
2/18/2022,NATIONAL,FRUITS,GRAPES,RED GLOBE,,,per pound,226,2.51
2/18/2022,NATIONAL,FRUITS,GRAPES,RED SEEDLESS,,,per pound,"4,614",2.57
2/18/2022,NATIONAL,FRUITS,GRAPES,WHITE SEEDLESS TYPE,,,per pound,"2,370",2.67
2/18/2022,NATIONAL,FRUITS,HONEYDEWS,,,,each,681,3.35
2/18/2022,NATIONAL,FRUITS,HONEYDEWS,,,,per pound,287,0.98
2/18/2022,NATIONAL,FRUITS,KIWIFRUIT,HAYWARD,,,1 lb bag,56,4.62
2/18/2022,NATIONAL,FRUITS,KIWIFRUIT,HAYWARD,,,each,697,0.52
2/18/2022,NATIONAL,FRUITS,LEMONS,,,,2 lb bag,"1,789",3.69
2/18/2022,NATIONAL,FRUITS,LEMONS,,,,each,"1,798",0.58
2/18/2022,NATIONAL,FRUITS,LEMONS,,,,per pound,75,0.82
2/18/2022,NATIONAL,FRUITS,LIMES,,,,each,570,0.52
2/18/2022,NATIONAL,FRUITS,MANGOES,,,,each,"3,183",1.16
2/18/2022,NATIONAL,FRUITS,MANGOES,,,,per pound,21,3.99
2/18/2022,NATIONAL,FRUITS,NECTARINES,VARIOUS WHITE FLESH VARIETIES,,,per pound,243,1.75
2/18/2022,NATIONAL,FRUITS,NECTARINES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,"2,871",2.5
2/18/2022,NATIONAL,FRUITS,ORANGES,NAVEL,,,3 lb bag,"1,099",3.84
2/18/2022,NATIONAL,FRUITS,ORANGES,NAVEL,,,4 lb bag,"4,520",3.61
2/18/2022,NATIONAL,FRUITS,ORANGES,NAVEL,,,8 lb bag,541,7.28
2/18/2022,NATIONAL,FRUITS,ORANGES,NAVEL,,,each,"1,873",1.03
2/18/2022,NATIONAL,FRUITS,ORANGES,NAVEL,,,per pound,"2,817",1.17
2/18/2022,NATIONAL,FRUITS,ORANGES,VALENCIA,,,4 lb bag,26,3.99
2/18/2022,NATIONAL,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,per pound,"1,224",1.25
2/18/2022,NATIONAL,FRUITS,PEACHES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,"2,425",2.73
2/18/2022,NATIONAL,FRUITS,PEARS,BARTLETT,,,per pound,644,1.61
2/18/2022,NATIONAL,FRUITS,PEARS,BOSC,,,per pound,"1,724",1.81
2/18/2022,NATIONAL,FRUITS,PEARS,D'ANJOU,,,per pound,"3,280",1.74
2/18/2022,NATIONAL,FRUITS,PINEAPPLES,,,,each,"6,599",2.45
2/18/2022,NATIONAL,FRUITS,PINEAPPLES,,,,per pound,285,0.7
2/18/2022,NATIONAL,FRUITS,PLUMS,INTERSPECIFIC TYPE,,,per pound,"1,135",2.99
2/18/2022,NATIONAL,FRUITS,RASPBERRIES,RED,,,6 oz package,"4,175",3.22
2/18/2022,NATIONAL,FRUITS,SATSUMA,,,,each,200,1.5
2/18/2022,NATIONAL,FRUITS,SATSUMA,,,,per pound,123,2.99
2/18/2022,NATIONAL,FRUITS,STRAWBERRIES,,,,1 lb package,"8,214",3
2/18/2022,NATIONAL,FRUITS,STRAWBERRIES,,,,2 lb package,802,5.94
2/18/2022,NATIONAL,FRUITS,TANGELOS,,,,3 lb bag,745,3.57
2/18/2022,NATIONAL,FRUITS,TANGELOS,,,,each,597,1.05
2/18/2022,NATIONAL,FRUITS,TANGELOS,,,,per pound,920,1.13
2/18/2022,NATIONAL,FRUITS,TANGERINES,,,,2 lb bag,420,3.56
2/18/2022,NATIONAL,FRUITS,TANGERINES,,,,3 lb bag,"2,727",4.45
2/18/2022,NATIONAL,FRUITS,TANGERINES,,,,5 lb package,232,7.99
2/18/2022,NATIONAL,FRUITS,TANGERINES,,,,each,99,1.73
2/18/2022,NATIONAL,FRUITS,TANGERINES,,,,per pound,"1,563",3.24
2/18/2022,NATIONAL,FRUITS,WATERMELONS,RED FLESH SEEDLESS MINIATURE,,,each,"1,660",3.21
2/18/2022,NATIONAL,FRUITS,WATERMELONS,RED FLESH SEEDLESS MINIATURE,,,per pound,3,1.48
2/18/2022,NATIONAL,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,per pound,23,0.38
2/18/2022,NATIONAL,VEGETABLES,ARTICHOKES,,,,each,"3,076",2.15
2/18/2022,NATIONAL,VEGETABLES,ASPARAGUS,GREEN,,,per pound,"8,828",2.53
2/18/2022,NATIONAL,VEGETABLES,BEANS,ROUND GREEN TYPE,,,per pound,415,1.7
2/18/2022,NATIONAL,VEGETABLES,BEETS,,,,per bunch,15,1.16
2/18/2022,NATIONAL,VEGETABLES,BEETS,,,,per pound,61,0.6
2/18/2022,NATIONAL,VEGETABLES,BOK CHOY,,,,per pound,43,2.21
2/18/2022,NATIONAL,VEGETABLES,BROCCOLI,,,,per bunch,"1,492",2.49
2/18/2022,NATIONAL,VEGETABLES,BROCCOLI,,,,per pound,246,1.38
2/18/2022,NATIONAL,VEGETABLES,BROCCOLI,CROWN CUT,,,per pound,"2,867",1.74
2/18/2022,NATIONAL,VEGETABLES,BRUSSELS SPROUTS,,,,2 lb bag,103,5.37
2/18/2022,NATIONAL,VEGETABLES,BRUSSELS SPROUTS,,,,per pound,"1,370",2.42
2/18/2022,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,956",0.65
2/18/2022,NATIONAL,VEGETABLES,CACTUS LEAF (NOPALES),,,,per pound,65,1
2/18/2022,NATIONAL,VEGETABLES,CARROTS,,,,1 lb bag,32,0.85
2/18/2022,NATIONAL,VEGETABLES,CARROTS,,,,2 lb bag,559,1.31
2/18/2022,NATIONAL,VEGETABLES,CARROTS,,,,per bunch,1,2.99
2/18/2022,NATIONAL,VEGETABLES,CARROTS,,,,per pound,195,0.54
2/18/2022,NATIONAL,VEGETABLES,CARROTS,BABY PEELED,,,1 lb bag,"1,391",1.35
2/18/2022,NATIONAL,VEGETABLES,CARROTS,BABY PEELED,,,2 lb bag,210,2.46
2/18/2022,NATIONAL,VEGETABLES,CAULIFLOWER,,,,each,"1,132",3.12
2/18/2022,NATIONAL,VEGETABLES,CAULIFLOWER,,,,per pound,"1,029",1.16
2/18/2022,NATIONAL,VEGETABLES,CELERY,,,,each,"2,097",1.33
2/18/2022,NATIONAL,VEGETABLES,CELERY,,,,per pound,58,1.39
2/18/2022,NATIONAL,VEGETABLES,CELERY,HEARTS,,,each,893,2.73
2/18/2022,NATIONAL,VEGETABLES,CHAYOTE,,,,each,427,0.67
2/18/2022,NATIONAL,VEGETABLES,CHAYOTE,,,,per pound,92,1.17
2/18/2022,NATIONAL,VEGETABLES,CHINESE CABBAGE,,,,per pound,26,1.28
2/18/2022,NATIONAL,VEGETABLES,COLLARD GREENS,,,,1 lb bag,503,2.5
2/18/2022,NATIONAL,VEGETABLES,COLLARD GREENS,,,,per bunch,59,2.98
2/18/2022,NATIONAL,VEGETABLES,COLLARD GREENS,,,,per pound,62,0.82
2/18/2022,NATIONAL,VEGETABLES,CORN-SWEET,,,,each,163,0.51
2/18/2022,NATIONAL,VEGETABLES,CUCUMBERS,,,,each,"4,924",0.62
2/18/2022,NATIONAL,VEGETABLES,CUCUMBERS,LONG SEEDLESS,,Greenhouse,each,"2,764",1.51
2/18/2022,NATIONAL,VEGETABLES,EGGPLANT,,,,each,392,0.89
2/18/2022,NATIONAL,VEGETABLES,EGGPLANT,,,,per pound,333,1.23
2/18/2022,NATIONAL,VEGETABLES,GARLIC,,,,per pound,"1,198",3.02
2/18/2022,NATIONAL,VEGETABLES,GARLIC,,,,per sleeve,89,1.91
2/18/2022,NATIONAL,VEGETABLES,KALE GREENS,,,,1 lb bag,431,2.52
2/18/2022,NATIONAL,VEGETABLES,KALE GREENS,,,,per bunch,37,0.79
2/18/2022,NATIONAL,VEGETABLES,KALE GREENS,,,,per pound,40,1.12
2/18/2022,NATIONAL,VEGETABLES,"LETTUCE, BOSTON",,,,each,8,1.99
2/18/2022,NATIONAL,VEGETABLES,"LETTUCE, GREEN LEAF",,,,each,"1,568",1.23
2/18/2022,NATIONAL,VEGETABLES,"LETTUCE, GREEN LEAF",,,,per pound,137,1.54
2/18/2022,NATIONAL,VEGETABLES,"LETTUCE, ICEBERG",,,,each,"1,608",1.42
2/18/2022,NATIONAL,VEGETABLES,"LETTUCE, ICEBERG",,,,per pound,4,0.99
2/18/2022,NATIONAL,VEGETABLES,"LETTUCE, RED LEAF",,,,each,"1,476",1.21
2/18/2022,NATIONAL,VEGETABLES,"LETTUCE, RED LEAF",,,,per pound,137,1.54
2/18/2022,NATIONAL,VEGETABLES,"LETTUCE, ROMAINE",,,,3 count package,3,4.49
2/18/2022,NATIONAL,VEGETABLES,"LETTUCE, ROMAINE",,,,each,"1,599",1.29
2/18/2022,NATIONAL,VEGETABLES,"LETTUCE, ROMAINE",,,,per pound,112,1.74
2/18/2022,NATIONAL,VEGETABLES,"LETTUCE, ROMAINE",HEARTS,,,3 count package,"2,854",3.06
2/18/2022,NATIONAL,VEGETABLES,MUSHROOMS,PORTOBELLA,,,8 oz package,27,2.25
2/18/2022,NATIONAL,VEGETABLES,MUSHROOMS,WHITE,,,6 oz package,29,2.79
2/18/2022,NATIONAL,VEGETABLES,MUSHROOMS,WHITE,,,8 oz package,"2,182",1.89
2/18/2022,NATIONAL,VEGETABLES,MUSTARD,,,,1 lb bag,16,3
2/18/2022,NATIONAL,VEGETABLES,MUSTARD,,,,per pound,15,0.79
2/18/2022,NATIONAL,VEGETABLES,ONIONS GREEN,,,,per bunch,"1,159",0.72
2/18/2022,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",GREEN,,,each,"2,359",0.71
2/18/2022,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",GREEN,,,per pound,"1,737",1.86
2/18/2022,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,,each,"3,813",1.13
2/18/2022,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,Greenhouse,each,172,1.22
2/18/2022,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,Greenhouse,per pound,8,2.99
2/18/2022,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,,per pound,152,2.41
2/18/2022,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,,each,"4,347",1.09
2/18/2022,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,Greenhouse,each,172,1.22
2/18/2022,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,,per pound,627,2.16
2/18/2022,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,,each,"3,813",1.13
2/18/2022,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,Greenhouse,each,172,1.22
2/18/2022,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,Greenhouse,per pound,8,2.99
2/18/2022,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,,per pound,215,2.58
2/18/2022,NATIONAL,VEGETABLES,"PEPPERS, OTHER",JALAPENO,,,per pound,745,0.81
2/18/2022,NATIONAL,VEGETABLES,"PEPPERS, OTHER",MIXED MINI SWEET TYPES,,,1 lb package,"1,201",2.47
2/18/2022,NATIONAL,VEGETABLES,"PEPPERS, OTHER",SERRANO,,,per pound,257,0.83
2/18/2022,NATIONAL,VEGETABLES,RADISHES,,,,1 lb bag,266,1.66
2/18/2022,NATIONAL,VEGETABLES,RADISHES,,,,per bunch,431,0.52
2/18/2022,NATIONAL,VEGETABLES,SALAD,MIXED TYPES,,,1 lb bag,18,2
2/18/2022,NATIONAL,VEGETABLES,SALAD,MIXED TYPES,,,10 - 12 oz package,"3,442",2.82
2/18/2022,NATIONAL,VEGETABLES,SALAD,MIXED TYPES,,,5 - 9 oz package,"3,629",2.88
2/18/2022,NATIONAL,VEGETABLES,SPINACH,,,,per bunch,501,1.64
2/18/2022,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,1 lb package,35,3.04
2/18/2022,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,10 oz package,183,2.72
2/18/2022,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,5 - 6 oz package,"1,680",3.04
2/18/2022,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,8 oz package,147,2.74
2/18/2022,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,9 oz package,31,2.5
2/18/2022,NATIONAL,VEGETABLES,SQUASH,ACORN,,,per pound,477,1.3
2/18/2022,NATIONAL,VEGETABLES,SQUASH,BUTTERNUT,,,per pound,502,1.29
2/18/2022,NATIONAL,VEGETABLES,SQUASH,GREY,,,per pound,427,1.19
2/18/2022,NATIONAL,VEGETABLES,SQUASH,SPAGHETTI,,,per pound,477,1.3
2/18/2022,NATIONAL,VEGETABLES,SQUASH,YELLOW CROOKNECK/STRAIGHTNECK,,,per pound,"1,418",1.3
2/18/2022,NATIONAL,VEGETABLES,SQUASH,ZUCCHINI,,,per pound,"2,073",1.3
2/18/2022,NATIONAL,VEGETABLES,SWEET POTATOES,,,,per pound,"1,249",0.97
2/18/2022,NATIONAL,VEGETABLES,SWISS CHARD,,,,per bunch,6,0.99
2/18/2022,NATIONAL,VEGETABLES,TOMATILLOS,,,,per pound,668,0.74
2/18/2022,NATIONAL,VEGETABLES,TOMATOES,,,,per pound,"2,585",1.59
2/18/2022,NATIONAL,VEGETABLES,TOMATOES,VINE RIPE - HEIRLOOM VARIETIES,,,per pound,178,1.47
2/18/2022,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,799,1.76
2/18/2022,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,524,1.46
2/18/2022,NATIONAL,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"4,608",2.01
2/18/2022,NATIONAL,VEGETABLES,"TOMATOES, CHERRY",,,,1 pint package,12,1.5
2/18/2022,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,"1,714",2.13
2/18/2022,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,652,2.71
2/18/2022,NATIONAL,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,"3,771",1.15
2/18/2022,NATIONAL,VEGETABLES,TURNIP TOPS GREENS,,,,per pound,15,0.79
2/25/2022,NATIONAL,FRUITS,APPLE PEARS,,,,each,260,3
2/25/2022,NATIONAL,FRUITS,APPLES,BRAEBURN,,,per pound,69,1.55
2/25/2022,NATIONAL,FRUITS,APPLES,FUJI,,,2 lb bag,391,2.31
2/25/2022,NATIONAL,FRUITS,APPLES,FUJI,,,3 lb bag,"1,036",3.62
2/25/2022,NATIONAL,FRUITS,APPLES,FUJI,,,per pound,"1,396",1.49
2/25/2022,NATIONAL,FRUITS,APPLES,GALA,,,2 lb bag,391,2.31
2/25/2022,NATIONAL,FRUITS,APPLES,GALA,,,3 lb bag,"1,433",3.72
2/25/2022,NATIONAL,FRUITS,APPLES,GALA,,,5 lb bag,283,5.13
2/25/2022,NATIONAL,FRUITS,APPLES,GALA,,,per pound,"2,532",1.71
2/25/2022,NATIONAL,FRUITS,APPLES,GOLDEN DELICIOUS,,,3 lb bag,158,2.96
2/25/2022,NATIONAL,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,24,1.21
2/25/2022,NATIONAL,FRUITS,APPLES,GRANNY SMITH,,,2 lb bag,136,1.95
2/25/2022,NATIONAL,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,202,2.99
2/25/2022,NATIONAL,FRUITS,APPLES,GRANNY SMITH,,,per pound,715,1.4
2/25/2022,NATIONAL,FRUITS,APPLES,HONEYCRISP,,,2 lb bag,"1,534",5.63
2/25/2022,NATIONAL,FRUITS,APPLES,HONEYCRISP,,,3 lb bag,36,5.99
2/25/2022,NATIONAL,FRUITS,APPLES,HONEYCRISP,,,per pound,"1,426",2.51
2/25/2022,NATIONAL,FRUITS,APPLES,MCINTOSH,,,2 lb bag,255,2.5
2/25/2022,NATIONAL,FRUITS,APPLES,MCINTOSH,,,3 lb bag,322,3.54
2/25/2022,NATIONAL,FRUITS,APPLES,MCINTOSH,,,per pound,125,1.49
2/25/2022,NATIONAL,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,2 lb bag,391,2.31
2/25/2022,NATIONAL,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,3 lb bag,250,3.25
2/25/2022,NATIONAL,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,914,1.51
2/25/2022,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,2 lb bag,255,2.5
2/25/2022,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,"1,679",3.64
2/25/2022,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,per pound,849,1.24
2/25/2022,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE,,,128 oz (1 gallon),436,5.14
2/25/2022,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE,,,64 oz (1/2 gallon),"4,161",2.36
2/25/2022,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,64 oz (1/2 gallon),207,2.98
2/25/2022,NATIONAL,FRUITS,AVOCADOS,HASS,,,each,"6,486",1.24
2/25/2022,NATIONAL,FRUITS,AVOCADOS,VARIOUS GREENSKIN VARIETIES,,,each,504,2
2/25/2022,NATIONAL,FRUITS,AVOCADOS,VARIOUS GREENSKIN VARIETIES,,,per pound,35,2.29
2/25/2022,NATIONAL,FRUITS,BANANAS,,,,per pound,339,0.53
2/25/2022,NATIONAL,FRUITS,BLACKBERRIES,,,,5.6 - 6 oz package,"6,527",2.75
2/25/2022,NATIONAL,FRUITS,BLUEBERRIES,,,,1 pint package,"4,359",2.6
2/25/2022,NATIONAL,FRUITS,BLUEBERRIES,,,,18 oz package,804,5.12
2/25/2022,NATIONAL,FRUITS,BLUEBERRIES,,,,6 oz package,"2,018",3.1
2/25/2022,NATIONAL,FRUITS,CANTALOUPS,,,,each,"3,335",2.63
2/25/2022,NATIONAL,FRUITS,CANTALOUPS,,,,per pound,158,0.53
2/25/2022,NATIONAL,FRUITS,CHERRIES,RED VARIETIES,,,per pound,"1,283",5.61
2/25/2022,NATIONAL,FRUITS,CLEMENTINES,,,,2 lb bag,333,4.9
2/25/2022,NATIONAL,FRUITS,CLEMENTINES,,,,3 lb bag,803,4.82
2/25/2022,NATIONAL,FRUITS,GRAPEFRUIT,RED,,,5 lb bag,295,4.45
2/25/2022,NATIONAL,FRUITS,GRAPEFRUIT,RED,,,each,"1,707",1.32
2/25/2022,NATIONAL,FRUITS,GRAPEFRUIT,RED,,,per pound,44,1.19
2/25/2022,NATIONAL,FRUITS,GRAPES,BLACK SEEDLESS,,,per pound,950,2.38
2/25/2022,NATIONAL,FRUITS,GRAPES,RED GLOBE,,,per pound,492,2.26
2/25/2022,NATIONAL,FRUITS,GRAPES,RED SEEDLESS,,,per pound,"6,745",2.58
2/25/2022,NATIONAL,FRUITS,GRAPES,WHITE SEEDLESS TYPE,,,per pound,"4,481",2.64
2/25/2022,NATIONAL,FRUITS,HONEYDEWS,,,,each,632,4.14
2/25/2022,NATIONAL,FRUITS,HONEYDEWS,,,,per pound,8,1.54
2/25/2022,NATIONAL,FRUITS,KIWIFRUIT,HAYWARD,,,each,463,0.5
2/25/2022,NATIONAL,FRUITS,LEMONS,,,,2 lb bag,"1,821",3.29
2/25/2022,NATIONAL,FRUITS,LEMONS,,,,each,"1,724",0.63
2/25/2022,NATIONAL,FRUITS,LEMONS,,,,per pound,30,0.91
2/25/2022,NATIONAL,FRUITS,LIMES,,,,each,191,0.5
2/25/2022,NATIONAL,FRUITS,MANGOES,,,,each,"4,968",1.23
2/25/2022,NATIONAL,FRUITS,MANGOES,,,,per pound,5,0.99
2/25/2022,NATIONAL,FRUITS,NECTARINES,VARIOUS WHITE FLESH VARIETIES,,,per pound,158,2.47
2/25/2022,NATIONAL,FRUITS,NECTARINES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,"3,967",2.6
2/25/2022,NATIONAL,FRUITS,ORANGES,NAVEL,,,3 lb bag,"2,819",4.82
2/25/2022,NATIONAL,FRUITS,ORANGES,NAVEL,,,4 lb bag,"1,749",4.75
2/25/2022,NATIONAL,FRUITS,ORANGES,NAVEL,,,8 lb bag,146,7.99
2/25/2022,NATIONAL,FRUITS,ORANGES,NAVEL,,,each,"3,616",1.06
2/25/2022,NATIONAL,FRUITS,ORANGES,NAVEL,,,per pound,"2,632",1.24
2/25/2022,NATIONAL,FRUITS,ORANGES,VALENCIA,,,4 lb bag,74,3.17
2/25/2022,NATIONAL,FRUITS,ORANGES,VALENCIA,,,per pound,60,1.45
2/25/2022,NATIONAL,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,per pound,422,0.85
2/25/2022,NATIONAL,FRUITS,PAPAYA,SOLO TYPE,,,each,256,3.99
2/25/2022,NATIONAL,FRUITS,PAPAYA,SOLO TYPE,,,per pound,76,2.48
2/25/2022,NATIONAL,FRUITS,PEACHES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,"4,512",2.54
2/25/2022,NATIONAL,FRUITS,PEARS,BARTLETT,,,per pound,918,1.51
2/25/2022,NATIONAL,FRUITS,PEARS,BOSC,,,per pound,"1,073",1.74
2/25/2022,NATIONAL,FRUITS,PEARS,D'ANJOU,,,3 lb bag,146,5
2/25/2022,NATIONAL,FRUITS,PEARS,D'ANJOU,,,per pound,"1,855",1.54
2/25/2022,NATIONAL,FRUITS,PINEAPPLES,,,,each,"3,936",2.65
2/25/2022,NATIONAL,FRUITS,PINEAPPLES,,,,per pound,483,0.67
2/25/2022,NATIONAL,FRUITS,PLUMS,,,,per pound,"1,342",2.85
2/25/2022,NATIONAL,FRUITS,RASPBERRIES,RED,,,6 oz package,"5,282",3.09
2/25/2022,NATIONAL,FRUITS,STRAWBERRIES,,,,1 lb package,"9,511",2.56
2/25/2022,NATIONAL,FRUITS,STRAWBERRIES,,,,2 lb package,"2,525",4.83
2/25/2022,NATIONAL,FRUITS,TANGELOS,,,,3 lb bag,205,4.41
2/25/2022,NATIONAL,FRUITS,TANGELOS,,,,each,562,1.36
2/25/2022,NATIONAL,FRUITS,TANGELOS,,,,per pound,585,1.11
2/25/2022,NATIONAL,FRUITS,TANGERINES,,,,2 lb bag,149,5.17
2/25/2022,NATIONAL,FRUITS,TANGERINES,,,,3 lb bag,"2,509",4.62
2/25/2022,NATIONAL,FRUITS,TANGERINES,,,,each,42,1
2/25/2022,NATIONAL,FRUITS,TANGERINES,,,,per pound,"1,622",3.42
2/25/2022,NATIONAL,FRUITS,WATERMELONS,RED FLESH SEEDLESS MINIATURE,,,each,267,3.07
2/25/2022,NATIONAL,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,per pound,129,0.41
2/25/2022,NATIONAL,VEGETABLES,ARTICHOKES,,,,each,"2,422",2.11
2/25/2022,NATIONAL,VEGETABLES,ASPARAGUS,GREEN,,,per pound,"5,576",2.39
2/25/2022,NATIONAL,VEGETABLES,BEANS,ROUND GREEN TYPE,,,per pound,"1,642",1.84
2/25/2022,NATIONAL,VEGETABLES,BEETS,,,,per bunch,39,0.81
2/25/2022,NATIONAL,VEGETABLES,BEETS,,,,per pound,58,0.6
2/25/2022,NATIONAL,VEGETABLES,BROCCOLI,,,,per bunch,"1,625",2.38
2/25/2022,NATIONAL,VEGETABLES,BROCCOLI,,,,per pound,251,1.6
2/25/2022,NATIONAL,VEGETABLES,BROCCOLI,BABY HYBRID TYPE,,,per bunch,21,2.5
2/25/2022,NATIONAL,VEGETABLES,BROCCOLI,CROWN CUT,,,per pound,"3,089",1.73
2/25/2022,NATIONAL,VEGETABLES,BRUSSELS SPROUTS,,,,per pound,"2,480",2.81
2/25/2022,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,410",0.58
